Date,Closing_rate
2004-02-04,1.2537
2004-02-05,1.2553
2004-02-06,1.2705
2004-02-09,1.2694
2004-02-10,1.2681
2004-02-11,1.2843
2004-02-12,1.2812
2004-02-13,1.2731
2004-02-16,1.2765
2004-02-17,1.2853
2004-02-18,1.2706
2004-02-19,1.2733
2004-02-20,1.2538
2004-02-23,1.2574
2004-02-24,1.268
2004-02-25,1.2492
2004-02-26,1.2438
2004-02-27,1.2489
2004-03-01,1.246
2004-03-02,1.2212
2004-03-03,1.2191
2004-03-04,1.219
2004-03-05,1.2359
2004-03-08,1.2395
2004-03-09,1.2311
2004-03-10,1.2221
2004-03-11,1.2341
2004-03-12,1.2221
2004-03-15,1.2262
2004-03-16,1.2269
2004-03-17,1.2226
2004-03-18,1.2386
2004-03-19,1.2277
2004-03-22,1.2345
2004-03-23,1.2346
2004-03-24,1.2119
2004-03-25,1.2114
2004-03-26,1.2119
2004-03-29,1.2157
2004-03-30,1.2168
2004-03-31,1.2314
2004-04-01,1.2362
2004-04-02,1.2132
2004-04-05,1.1999
2004-04-06,1.2136
2004-04-07,1.2168
2004-04-08,1.2081
2004-04-09,1.2088
2004-04-12,1.208
2004-04-13,1.1936
2004-04-14,1.1954
2004-04-15,1.1976
2004-04-16,1.1997
2004-04-19,1.2001
2004-04-20,1.1847
2004-04-21,1.1832
2004-04-22,1.1905
2004-04-23,1.1846
2004-04-26,1.1859
2004-04-27,1.192
2004-04-28,1.1846
2004-04-29,1.1963
2004-04-30,1.1983
2004-05-03,1.1938
2004-05-04,1.2102
2004-05-05,1.2157
2004-05-06,1.2072
2004-05-07,1.1891
2004-05-10,1.1827
2004-05-11,1.1863
2004-05-12,1.1898
2004-05-13,1.1806
2004-05-14,1.1888
2004-05-17,1.2019
2004-05-18,1.195
2004-05-19,1.2019
2004-05-20,1.1961
2004-05-21,1.1981
2004-05-24,1.2006
2004-05-25,1.2099
2004-05-26,1.2115
2004-05-27,1.2266
2004-05-28,1.2222
2004-05-31,1.2194
2004-06-01,1.2237
2004-06-02,1.2204
2004-06-03,1.2216
2004-06-04,1.2284
2004-06-07,1.2322
2004-06-08,1.2257
2004-06-09,1.2032
2004-06-10,1.2112
2004-06-11,1.2007
2004-06-14,1.2054
2004-06-15,1.216
2004-06-16,1.2006
2004-06-17,1.2044
2004-06-18,1.2131
2004-06-21,1.2109
2004-06-22,1.2115
2004-06-23,1.209
2004-06-24,1.2181
2004-06-25,1.2174
2004-06-28,1.2183
2004-06-29,1.208
2004-06-30,1.2183
2004-07-01,1.2153
2004-07-02,1.2315
2004-07-05,1.2283
2004-07-06,1.2286
2004-07-07,1.2364
2004-07-08,1.2391
2004-07-09,1.2412
2004-07-12,1.2408
2004-07-13,1.2334
2004-07-14,1.2383
2004-07-15,1.2354
2004-07-16,1.2451
2004-07-19,1.2441
2004-07-20,1.2326
2004-07-21,1.2275
2004-07-22,1.2252
2004-07-23,1.209
2004-07-26,1.2144
2004-07-27,1.2054
2004-07-28,1.2053
2004-07-29,1.2038
2004-07-30,1.2021
2004-08-02,1.2021
2004-08-03,1.2047
2004-08-04,1.2048
2004-08-05,1.2054
2004-08-06,1.2277
2004-08-09,1.2266
2004-08-10,1.2226
2004-08-11,1.222
2004-08-12,1.2247
2004-08-13,1.2372
2004-08-16,1.2353
2004-08-17,1.2349
2004-08-18,1.2333
2004-08-19,1.2367
2004-08-20,1.2316
2004-08-23,1.2137
2004-08-24,1.2081
2004-08-25,1.2085
2004-08-26,1.2103
2004-08-27,1.2009
2004-08-30,1.205
2004-08-31,1.218
2004-09-01,1.2191
2004-09-02,1.2166
2004-09-03,1.2057
2004-09-06,1.2063
2004-09-07,1.2102
2004-09-08,1.2182
2004-09-09,1.2229999999999999
2004-09-10,1.2259
2004-09-13,1.2257
2004-09-14,1.2244
2004-09-15,1.215
2004-09-16,1.2183
2004-09-17,1.2186
2004-09-20,1.217
2004-09-21,1.2328
2004-09-22,1.2262
2004-09-23,1.2264
2004-09-24,1.227
2004-09-27,1.2297
2004-09-28,1.2323
2004-09-29,1.2329
2004-09-30,1.2428
2004-10-01,1.2414
2004-10-04,1.2284
2004-10-05,1.2308
2004-10-06,1.2282
2004-10-07,1.2284
2004-10-08,1.2409
2004-10-11,1.2383
2004-10-12,1.2306
2004-10-13,1.2338
2004-10-14,1.2381
2004-10-15,1.2466
2004-10-18,1.2489
2004-10-19,1.2515
2004-10-20,1.2577
2004-10-21,1.261
2004-10-22,1.2681
2004-10-25,1.2803
2004-10-26,1.2744
2004-10-27,1.2698
2004-10-28,1.274
2004-10-29,1.2792
2004-11-01,1.2749
2004-11-02,1.2736
2004-11-03,1.2819
2004-11-04,1.2867
2004-11-05,1.2973
2004-11-08,1.2909
2004-11-09,1.2897
2004-11-10,1.2888
2004-11-11,1.2903
2004-11-12,1.2965
2004-11-15,1.2952
2004-11-16,1.2954
2004-11-17,1.3033
2004-11-18,1.2942
2004-11-19,1.3032
2004-11-22,1.3038
2004-11-23,1.3083
2004-11-24,1.3184
2004-11-25,1.327
2004-11-26,1.3285
2004-11-29,1.3267
2004-11-30,1.3284
2004-12-01,1.3337
2004-12-02,1.3264
2004-12-03,1.3454
2004-12-06,1.3403
2004-12-07,1.3424
2004-12-08,1.335
2004-12-09,1.3308
2004-12-10,1.3211
2004-12-13,1.3312
2004-12-14,1.3289
2004-12-15,1.3397
2004-12-16,1.3252
2004-12-17,1.3315
2004-12-20,1.3393
2004-12-21,1.3361
2004-12-22,1.3387
2004-12-23,1.3503
2004-12-24,1.3533
2004-12-27,1.3615
2004-12-28,1.361
2004-12-29,1.3609
2004-12-30,1.3630000000000002
2004-12-31,1.3561
2005-01-03,1.3464
2005-01-04,1.3269
2005-01-05,1.3271
2005-01-06,1.3182
2005-01-07,1.3056
2005-01-10,1.3099
2005-01-11,1.3117
2005-01-12,1.3249
2005-01-13,1.3212
2005-01-14,1.3095
2005-01-17,1.305
2005-01-18,1.3015
2005-01-19,1.3007
2005-01-20,1.2954
2005-01-21,1.3006
2005-01-24,1.3042
2005-01-25,1.2971
2005-01-26,1.307
2005-01-27,1.3037
2005-01-28,1.3042
2005-01-31,1.3047
2005-02-01,1.3041
2005-02-02,1.3031
2005-02-03,1.2976
2005-02-04,1.2862
2005-02-07,1.275
2005-02-08,1.2762
2005-02-09,1.281
2005-02-10,1.2874
2005-02-11,1.285
2005-02-14,1.2971
2005-02-15,1.3018
2005-02-16,1.3026
2005-02-17,1.3071
2005-02-18,1.3069
2005-02-21,1.3057
2005-02-22,1.3254
2005-02-23,1.3209
2005-02-24,1.319
2005-02-25,1.3241
2005-02-28,1.3216
2005-03-01,1.3183
2005-03-02,1.3134
2005-03-03,1.3106
2005-03-04,1.3242
2005-03-07,1.3214
2005-03-08,1.335
2005-03-09,1.3389
2005-03-10,1.3406
2005-03-11,1.3468
2005-03-14,1.3364
2005-03-15,1.3309
2005-03-16,1.3416
2005-03-17,1.3376
2005-03-18,1.3318
2005-03-21,1.3165
2005-03-22,1.3082
2005-03-23,1.2987
2005-03-24,1.2942
2005-03-25,1.2951
2005-03-28,1.2894
2005-03-29,1.2922
2005-03-30,1.2913
2005-03-31,1.2962
2005-04-01,1.2906
2005-04-04,1.2851
2005-04-05,1.2853
2005-04-06,1.2869
2005-04-07,1.2849
2005-04-08,1.2931
2005-04-11,1.2969
2005-04-12,1.2917
2005-04-13,1.2918
2005-04-14,1.2801
2005-04-15,1.2898
2005-04-18,1.3025
2005-04-19,1.3056
2005-04-20,1.3085
2005-04-21,1.3046
2005-04-22,1.306
2005-04-25,1.2989
2005-04-26,1.2991
2005-04-27,1.2923
2005-04-28,1.2901
2005-04-29,1.2873
2005-05-02,1.2851
2005-05-03,1.2872
2005-05-04,1.2952
2005-05-05,1.2954
2005-05-06,1.2835
2005-05-09,1.2863
2005-05-10,1.2877
2005-05-11,1.2805
2005-05-12,1.2675
2005-05-13,1.2608
2005-05-16,1.2631
2005-05-17,1.2608
2005-05-18,1.2674
2005-05-19,1.2635
2005-05-20,1.2549
2005-05-23,1.2566
2005-05-24,1.2576
2005-05-25,1.2601
2005-05-26,1.2512
2005-05-27,1.2577
2005-05-30,1.2473
2005-05-31,1.2307
2005-06-01,1.2204
2005-06-02,1.2274
2005-06-03,1.2225
2005-06-06,1.2258
2005-06-07,1.2281
2005-06-08,1.2232
2005-06-09,1.2225
2005-06-10,1.2131
2005-06-13,1.2111
2005-06-14,1.2028
2005-06-15,1.2124
2005-06-16,1.2106
2005-06-17,1.228
2005-06-20,1.2154
2005-06-21,1.2174
2005-06-22,1.2128
2005-06-23,1.203
2005-06-24,1.2093
2005-06-27,1.217
2005-06-28,1.2064
2005-06-29,1.2069
2005-06-30,1.2092
2005-07-01,1.1936
2005-07-04,1.1896
2005-07-05,1.1916
2005-07-06,1.1932
2005-07-07,1.1949
2005-07-08,1.197
2005-07-11,1.2073
2005-07-12,1.2239
2005-07-13,1.208
2005-07-14,1.2081
2005-07-15,1.2042
2005-07-18,1.2049
2005-07-19,1.2029
2005-07-20,1.2149
2005-07-21,1.2163
2005-07-22,1.2065
2005-07-25,1.2068
2005-07-26,1.2023
2005-07-27,1.2061
2005-07-28,1.2124
2005-07-29,1.2134
2005-08-01,1.2174
2005-08-02,1.2195
2005-08-03,1.2331
2005-08-04,1.2385
2005-08-05,1.2371
2005-08-08,1.2346
2005-08-09,1.2376
2005-08-10,1.2387
2005-08-11,1.2469
2005-08-12,1.2435
2005-08-15,1.2367
2005-08-16,1.2353
2005-08-17,1.2274
2005-08-18,1.2175
2005-08-19,1.2151
2005-08-22,1.2222
2005-08-23,1.2229
2005-08-24,1.227
2005-08-25,1.2296
2005-08-26,1.2278
2005-08-29,1.2223
2005-08-30,1.2217
2005-08-31,1.234
2005-09-01,1.2493
2005-09-02,1.2529
2005-09-05,1.2542
2005-09-06,1.2463
2005-09-07,1.2409999999999999
2005-09-08,1.2394
2005-09-09,1.2409999999999999
2005-09-12,1.2274
2005-09-13,1.2268
2005-09-14,1.2281
2005-09-15,1.2221
2005-09-16,1.2237
2005-09-19,1.2134
2005-09-20,1.2116
2005-09-21,1.2223
2005-09-22,1.2147
2005-09-23,1.2041
2005-09-26,1.207
2005-09-27,1.2016
2005-09-28,1.2043
2005-09-29,1.2033
2005-09-30,1.2025
2005-10-03,1.1917
2005-10-04,1.1918
2005-10-05,1.2006
2005-10-06,1.2181
2005-10-07,1.2127
2005-10-10,1.2066
2005-10-11,1.199
2005-10-12,1.2026
2005-10-13,1.2025
2005-10-14,1.2072
2005-10-17,1.2016
2005-10-18,1.1965
2005-10-19,1.1995
2005-10-20,1.2018
2005-10-21,1.1951
2005-10-24,1.1977
2005-10-25,1.2109999999999999
2005-10-26,1.2057
2005-10-27,1.2138
2005-10-28,1.2067
2005-10-31,1.1982
2005-11-01,1.2032
2005-11-02,1.2073
